City,Lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
kandyagash,49.4744,57.4233,-9.33,66.0,0.0,3.28,KZ,1733614441.0
port macquarie,-31.4333,152.9167,31.71,61.0,14.0,3.13,AU,1733614245.0
tingi,-11.3,35.0333,18.53,87.0,85.0,1.98,TZ,1733614443.0
winchester,51.0651,-1.3187,7.58,81.0,100.0,11.32,GB,1733614443.0
walvis bay,-22.9575,14.5053,16.53,88.0,66.0,5.14,NA,1733614443.0
luanda,-8.8368,13.2343,27.0,83.0,75.0,2.06,AO,1733613914.0
kongolo,-5.3833,27.0,20.66,93.0,100.0,0.1,CD,1733614443.0
hithadhoo,-0.6,73.0833,27.56,74.0,49.0,6.22,MV,1733614444.0
arno,60.1167,18.6333,1.73,90.0,100.0,2.28,SE,1733614447.0
galliano,29.4422,-90.2992,12.0,71.0,40.0,3.6,US,1733614447.0
pundong,-7.9522,110.3486,26.07,86.0,100.0,0.71,ID,1733614447.0
markala,13.7021,-6.0659,22.2,19.0,100.0,3.89,ML,1733614447.0
sitka,57.0531,-135.33,6.94,81.0,100.0,0.0,US,1733614448.0
atkarsk,51.8718,45.0078,-8.84,91.0,57.0,4.17,RU,1733614448.0
chernyshevskiy,63.0128,112.4714,-27.69,100.0,18.0,2.06,RU,1733614448.0
al ghayzah,16.2079,52.176,24.87,38.0,100.0,6.3,YE,1733614448.0
kiruna,67.8557,20.2251,-2.49,86.0,20.0,5.14,SE,1733614453.0
bardai,11.65,7.2333,15.73,31.0,3.0,4.35,NG,1733614454.0
sao vicente,-23.9631,-46.3919,23.86,26.0,100.0,0.45,BR,1733614454.0
ketchikan,55.3422,-131.6461,7.26,88.0,100.0,5.14,US,1733614255.0
brigantine,39.4101,-74.3646,2.79,59.0,40.0,2.06,US,1733614454.0
kovalam,8.3667,76.9967,27.05,83.0,75.0,1.03,IN,1733614454.0
kangding,30.0513,101.9603,-1.58,89.0,75.0,1.44,CN,1733614454.0
fort mcmurray,56.7268,-111.381,1.73,80.0,100.0,1.03,CA,1733614454.0
marabba,12.35,32.1833,27.83,28.0,38.0,4.72,SD,1733614454.0
san patricio,28.017,-97.5169,14.97,77.0,100.0,3.27,US,1733614455.0
broken hill,-31.95,141.4333,21.86,24.0,17.0,7.59,AU,1733614285.0
al jahra',29.3375,47.6581,17.21,29.0,12.0,3.73,KW,1733614455.0
biharamulo,-2.6319,31.3089,15.31,81.0,71.0,0.61,TZ,1733614455.0
prince rupert,54.3161,-130.3201,7.83,76.0,100.0,9.77,CA,1733614455.0
ypsonas,34.6884,32.9574,13.54,88.0,20.0,1.03,CY,1733614455.0
chiras,35.4167,65.9823,-12.56,96.0,98.0,2.0,AF,1733614455.0
chihuahua,28.5,-106.0,15.46,49.0,20.0,3.88,MX,1733614212.0
pul-e 'alam,33.9953,69.0227,-1.88,42.0,100.0,0.85,AF,1733614456.0
kaitong,44.8135,123.15,-12.3,79.0,3.0,2.31,CN,1733614456.0
santa elena de uairen,4.6167,-61.1333,22.98,63.0,100.0,1.42,VE,1733614456.0
sogndal,61.2283,7.1003,2.21,100.0,100.0,2.06,NO,1733614456.0
matamey,13.4231,8.4749,14.46,22.0,0.0,4.76,NE,1733614456.0
dilling,12.05,29.65,23.82,38.0,66.0,3.33,SD,1733614456.0
muan,34.9897,126.4714,1.94,87.0,75.0,3.09,KR,1733614456.0
queenstown,-31.8976,26.8753,16.54,81.0,85.0,0.6,ZA,1733614457.0
severo-yeniseyskiy,60.3725,93.0408,-15.39,98.0,99.0,0.92,RU,1733614457.0
pandan,14.0453,124.1694,27.34,88.0,95.0,5.54,PH,1733614457.0
kerikeri,-35.2268,173.9474,22.57,53.0,100.0,4.11,NZ,1733614457.0
remire-montjoly,4.9167,-52.2667,24.02,88.0,100.0,2.06,GF,1733614457.0
dudinka,69.4058,86.1778,-26.38,100.0,97.0,1.53,RU,1733614458.0
guilin,25.2819,110.2864,10.06,37.0,100.0,5.69,CN,1733614458.0
bodden town,19.2833,-81.25,26.0,78.0,20.0,7.2,KY,1733614458.0
salinopolis,-0.6136,-47.3561,24.39,90.0,84.0,2.91,BR,1733614458.0
val-d'or,48.1002,-77.7828,-11.95,85.0,100.0,6.17,CA,1733614458.0
ouesso,1.6136,16.0517,23.58,71.0,76.0,0.71,CG,1733614458.0
yarim,14.298,44.3779,7.16,43.0,0.0,3.32,YE,1733614458.0
aykhal,66.0,111.5,-22.93,99.0,98.0,3.78,RU,1733614458.0
malinyi,-8.9333,36.1333,22.12,94.0,85.0,0.77,TZ,1733614459.0
ta`u,-14.2336,-169.5144,28.03,78.0,100.0,5.06,AS,1733614459.0
margate,51.3813,1.3862,7.71,84.0,100.0,2.24,GB,1733614459.0
sirte,31.2089,16.5887,16.08,68.0,21.0,6.45,LY,1733614459.0
nuku'alofa,-21.1333,-175.2,29.19,74.0,75.0,2.57,TO,1733614459.0
sandnessjoen,66.0217,12.6316,4.01,84.0,100.0,8.92,NO,1733614459.0
capinota,-17.7167,-66.2333,18.25,57.0,91.0,5.14,BO,1733614460.0
timimoun,29.2639,0.231,13.21,33.0,0.0,1.54,DZ,1733614460.0
qaqortoq,60.7167,-46.0333,-0.44,95.0,100.0,6.11,GL,1733614460.0
kaifeng,34.7911,114.3483,-0.34,43.0,18.0,2.68,CN,1733614460.0
ayame,5.6083,-3.1563,23.99,90.0,9.0,1.48,CI,1733614460.0
saryaghash,41.45,69.1667,-1.04,78.0,100.0,3.81,KZ,1733614460.0
badak,6.8472,124.7206,23.73,98.0,100.0,1.8,PH,1733614465.0
arawa,-6.2132,155.5367,28.19,75.0,100.0,0.71,PG,1733614466.0
najran,17.4924,44.1277,11.5,43.0,0.0,0.48,SA,1733614466.0
flying fish cove,-10.4217,105.6791,25.82,94.0,100.0,4.63,CX,1733614466.0
ulsteinvik,62.3432,5.8487,7.09,87.0,100.0,2.92,NO,1733614466.0
strathmore,51.0501,-113.3852,1.07,86.0,100.0,2.06,CA,1733614466.0
cestos city,5.46,-9.5828,26.68,77.0,88.0,2.49,LR,1733614466.0
glenvale,-27.5648,151.9076,26.05,70.0,61.0,2.24,AU,1733614466.0
sydney mines,46.2367,-60.2177,-6.05,77.0,20.0,3.6,CA,1733614467.0
abepura,-2.6333,140.5833,25.45,94.0,20.0,1.03,ID,1733614467.0
lycksele,64.5954,18.6735,-3.07,100.0,100.0,0.51,SE,1733614467.0
piton saint-leu,-21.2196,55.3151,22.06,64.0,0.0,2.57,RE,1733614467.0
saynshand,44.8824,110.1163,-11.12,79.0,2.0,3.87,MN,1733614467.0
greymouth,-42.4667,171.2,14.19,95.0,100.0,5.89,NZ,1733614467.0
parkano,62.0167,23.0167,-6.34,99.0,79.0,1.65,FI,1733614468.0
kruisfontein,-34.0033,24.7314,16.66,93.0,9.0,1.76,ZA,1733614471.0
bamboo flat,11.7,92.7167,25.84,78.0,46.0,4.05,IN,1733614471.0
acarau,-2.8856,-40.12,26.54,78.0,100.0,6.52,BR,1733614471.0
brookings,44.3114,-96.7984,7.0,58.0,0.0,3.6,US,1733614275.0
antofagasta,-23.65,-70.4,16.6,88.0,26.0,2.5,CL,1733613944.0
johi,26.6921,67.6133,15.11,14.0,23.0,1.45,PK,1733614471.0
mata-utu,-13.2816,-176.1745,28.31,78.0,96.0,4.63,WF,1733614471.0
zaysan,47.4667,84.8667,-8.13,84.0,100.0,1.16,KZ,1733614472.0
saint-joseph,-21.3667,55.6167,23.21,83.0,5.0,3.67,RE,1733614472.0
nemuro,43.3236,145.575,-1.89,60.0,25.0,4.6,JP,1733614472.0
puerto eldorado,-26.4084,-54.6946,20.92,100.0,100.0,1.21,AR,1733614472.0
kirishi,59.4471,32.0205,-2.81,85.0,95.0,1.43,RU,1733614472.0
namibe,-15.1961,12.1522,20.65,82.0,34.0,2.45,AO,1733614473.0
pangai,-19.8,-174.35,26.1,79.0,82.0,5.79,TO,1733614473.0
la quiaca,-22.1024,-65.593,14.52,60.0,83.0,10.32,AR,1733614473.0
chandler,33.3062,-111.8412,24.8,27.0,0.0,3.6,US,1733614215.0
torrington,41.8007,-73.1212,0.81,71.0,95.0,3.45,US,1733614473.0
aguilar de campoo,42.7945,-4.2589,1.96,83.0,68.0,2.1,ES,1733614474.0
sibut,5.718,19.0739,23.86,31.0,10.0,1.48,CF,1733614474.0
lewistown,40.5992,-77.5714,1.45,76.0,100.0,0.0,US,1733614475.0
punto fijo,11.6956,-70.1996,27.43,76.0,7.0,9.53,VE,1733614475.0
marolambo,-20.05,48.1167,19.82,97.0,29.0,0.64,MG,1733614475.0
vredendal,-31.6683,18.5012,16.83,59.0,12.0,1.54,ZA,1733614476.0
andovoranto,-18.95,49.1,22.07,89.0,11.0,1.75,MG,1733614476.0
wanzleben,52.05,11.45,4.2,94.0,100.0,2.69,DE,1733614477.0
tibu,8.639,-72.7358,23.49,82.0,3.0,1.02,CO,1733614477.0
cambria,35.5641,-121.0808,18.36,71.0,24.0,1.34,US,1733614477.0
point pedro,9.8167,80.2333,26.52,79.0,97.0,3.48,LK,1733614477.0
tura,25.5198,90.2201,13.92,91.0,0.0,1.41,IN,1733614478.0
blackwater,-23.5833,148.8833,29.83,82.0,1.0,2.19,AU,1733614478.0
coahuayana de hidalgo,18.7,-103.6583,26.15,79.0,93.0,1.62,MX,1733614478.0
balikpapan,-1.2675,116.8289,24.55,83.0,20.0,0.51,ID,1733614478.0
baikunthpur,23.25,82.55,13.27,44.0,45.0,1.69,IN,1733614478.0
san antonio de pale,-1.4014,5.6325,26.26,84.0,12.0,4.68,GQ,1733614483.0
les avirons,-21.2418,55.3394,22.05,64.0,0.0,2.57,RE,1733614483.0
tocopilla,-22.092,-70.1979,19.45,75.0,41.0,4.36,CL,1733614484.0
bathsheba,13.2167,-59.5167,26.34,83.0,20.0,6.69,BB,1733614484.0
nagqu,31.5,92.0,-6.94,22.0,3.0,1.63,CN,1733614484.0
xapuri,-10.6517,-68.5044,22.87,97.0,100.0,0.63,BR,1733614484.0
timaru,-44.4,171.25,22.09,45.0,100.0,5.12,NZ,1733614484.0
vorgashor,67.5833,63.95,-19.18,100.0,100.0,4.04,RU,1733614484.0
balsas,-7.5325,-46.0356,26.63,58.0,38.0,3.73,BR,1733614484.0
mouila,-1.8685,11.0559,23.07,98.0,67.0,0.89,GA,1733614485.0
port blair,11.6667,92.75,26.51,78.0,46.0,4.21,IN,1733614485.0
kotar,24.7167,80.9833,13.72,48.0,35.0,2.52,IN,1733614485.0
aldinga beach,-35.2793,138.4604,20.35,51.0,26.0,3.59,AU,1733614485.0
zeya,53.75,127.2667,-14.38,88.0,60.0,2.36,RU,1733614485.0
pangody,65.85,74.4859,-17.28,96.0,99.0,4.01,RU,1733614486.0
anori,-3.7728,-61.6442,24.42,89.0,95.0,1.17,BR,1733614486.0
tolanaro,-25.0319,46.9987,22.04,88.0,20.0,0.0,MG,1733614486.0
altai,46.3722,96.2583,-13.56,72.0,59.0,1.35,MN,1733614060.0
shahecheng,36.9383,114.5058,-1.55,26.0,0.0,1.31,CN,1733614486.0
tchintabaraden,15.8969,5.7985,15.34,21.0,9.0,5.63,NE,1733614486.0
puerto santa,-8.9906,-78.6456,18.92,87.0,30.0,3.79,PE,1733614486.0
tralee,52.2704,-9.7026,7.55,66.0,81.0,10.32,IE,1733614487.0
labrador city,52.9463,-66.9114,-15.46,70.0,40.0,2.06,CA,1733614213.0
tutoia,-2.7619,-42.2744,26.77,81.0,100.0,3.62,BR,1733614487.0
mikomeseng,2.1361,10.6132,21.28,99.0,98.0,0.67,GQ,1733614487.0
ganta,7.3022,-8.5308,19.33,38.0,62.0,1.04,LR,1733614488.0
griffith,41.5284,-87.4237,9.92,38.0,0.0,8.23,US,1733614488.0
pskov,57.8136,28.3496,-2.05,80.0,100.0,2.0,RU,1733614489.0
alotau,-10.3069,150.4462,31.05,61.0,99.0,2.92,PG,1733614489.0
vennesla,58.2694,7.9741,2.93,92.0,75.0,6.69,NO,1733614489.0
amga,60.8953,131.9608,-19.31,99.0,95.0,0.81,RU,1733614489.0
ngerengere,-6.75,38.1167,22.27,98.0,22.0,0.69,TZ,1733614489.0
city of balikpapan,-1.242,116.8942,24.97,83.0,20.0,0.51,ID,1733614489.0
camarinas,43.1311,-9.1817,12.6,61.0,99.0,9.57,ES,1733614489.0
arteche,12.2645,125.4048,27.66,86.0,100.0,3.84,PH,1733614490.0
port isabel,26.0734,-97.2086,14.02,88.0,100.0,2.57,US,1733614490.0
simpang,-1.2667,104.0833,26.16,87.0,90.0,1.09,ID,1733614491.0
saint-pierre,-21.3393,55.4781,23.82,64.0,0.0,2.57,RE,1733614491.0
launceston,-41.45,147.1667,16.8,44.0,35.0,9.26,AU,1733614491.0
chengde,40.9725,117.9361,-6.47,37.0,0.0,2.01,CN,1733614491.0
vuktyl,63.8567,57.3094,-15.71,98.0,99.0,2.75,RU,1733614491.0
hasaki,35.7333,140.8333,8.91,63.0,100.0,4.24,JP,1733614492.0
bhayavadar,21.85,70.25,18.94,66.0,87.0,1.55,IN,1733614492.0
northam,51.0333,-4.2167,8.18,77.0,46.0,18.34,GB,1733614492.0
manokwari,-0.8667,134.0833,28.05,76.0,100.0,1.46,ID,1733614492.0
meizhou,24.2977,116.1072,10.33,72.0,3.0,1.88,CN,1733614493.0
st. john's,47.5649,-52.7093,-0.57,83.0,75.0,5.66,CA,1733614493.0
musoma,-1.5,33.8,19.28,73.0,23.0,3.01,TZ,1733614493.0
huayin,34.5675,110.0921,1.26,48.0,63.0,1.03,CN,1733614493.0
fujikawaguchiko,35.4893,138.6883,-0.35,41.0,83.0,1.71,JP,1733614498.0
faya-largeau,17.9257,19.1043,18.14,29.0,2.0,9.82,TD,1733614498.0
egilsstadir,65.2653,-14.3948,-5.05,74.0,75.0,2.57,IS,1733614498.0
kachug,53.9606,105.8817,-12.77,99.0,100.0,0.13,RU,1733614499.0
antsohihy,-14.8796,47.9875,24.91,85.0,43.0,1.55,MG,1733614500.0
khamaria,23.2167,79.8833,16.12,50.0,49.0,1.82,IN,1733614500.0
colares,38.7992,-9.4469,13.55,69.0,99.0,15.37,PT,1733614500.0
nurabad,34.0734,47.9725,3.26,33.0,99.0,1.09,IR,1733614500.0
alofi,-19.0595,-169.9187,30.94,66.0,87.0,3.09,NU,1733614500.0
marondera,-18.1853,31.5519,16.66,68.0,29.0,2.15,ZW,1733614500.0
okhotsk,59.3833,143.3,-16.37,83.0,31.0,6.79,RU,1733614501.0
tobelo,1.7284,128.0095,26.41,83.0,100.0,0.13,ID,1733614501.0
eureka,40.8021,-124.1637,14.66,92.0,100.0,2.24,US,1733614501.0
luderitz,-26.6481,15.1594,18.0,75.0,0.0,9.4,NA,1733614501.0
nadi,-17.8,177.4167,30.0,66.0,75.0,4.63,FJ,1733614501.0
kitami,43.8031,143.8908,-6.3,64.0,68.0,4.38,JP,1733614501.0
port-vila,-17.7338,168.3219,27.78,83.0,75.0,5.14,VU,1733614501.0
sayansk,54.1088,102.1648,-11.02,97.0,100.0,1.03,RU,1733614502.0
marsh harbour,26.5412,-77.0636,20.45,61.0,1.0,7.23,BS,1733614502.0
puerto carreno,6.189,-67.4859,29.99,62.0,20.0,5.81,CO,1733614502.0
kailua-kona,19.6406,-155.9956,28.09,70.0,0.0,5.66,US,1733614502.0
peace river,56.2501,-117.286,0.17,93.0,100.0,1.03,CA,1733614502.0
page,36.9147,-111.4558,9.51,45.0,0.0,1.34,US,1733614333.0
la passe,45.5549,-0.8967,9.22,64.0,93.0,14.43,FR,1733614503.0
san pedro,14.35,121.0167,27.88,85.0,20.0,2.06,PH,1733614510.0
upata,8.0086,-62.3989,24.24,64.0,44.0,2.88,VE,1733614510.0
miandrivazo,-19.5167,45.4667,26.47,70.0,75.0,1.95,MG,1733614510.0
turpan,42.9333,89.1667,-2.68,81.0,10.0,0.18,CN,1733614510.0
cidade velha,14.9167,-23.6167,25.26,69.0,75.0,6.17,CV,1733614511.0
bol'sherech'ye,56.0925,74.6272,-19.6,100.0,86.0,2.8,RU,1733614518.0
weno,7.4515,151.8468,30.97,74.0,75.0,4.12,FM,1733614518.0
tanout,14.9709,8.8879,13.81,24.0,3.0,6.82,NE,1733614518.0
novaya igirma,57.1334,103.9112,-7.27,95.0,100.0,2.53,RU,1733614518.0
wenchang,30.904,118.4887,3.76,54.0,25.0,3.28,CN,1733614518.0
kolpashevo,58.3131,82.9089,-14.47,95.0,99.0,3.2,RU,1733614518.0
tisul',55.7611,88.3122,-6.24,95.0,100.0,3.19,RU,1733614519.0
augusto correa,-1.0217,-46.635,22.14,99.0,90.0,0.64,BR,1733614519.0
maun,-19.9833,23.4167,29.98,35.0,0.0,1.03,BW,1733614519.0
kuruman,-27.4524,23.4325,21.33,23.0,9.0,5.95,ZA,1733614519.0
vaskelovo,60.3693,30.3534,-2.79,93.0,99.0,1.27,RU,1733614519.0
al jaradiyah,16.5795,42.9124,25.57,77.0,0.0,1.46,SA,1733614519.0
kristiansund,63.1115,7.732,5.63,81.0,100.0,1.54,NO,1733614520.0
bodo,67.28,14.405,5.02,65.0,75.0,4.12,NO,1733614520.0
pariaman,-0.619,100.12,25.03,79.0,96.0,1.84,ID,1733614520.0
harnosand,62.6323,17.9379,-1.0,84.0,100.0,1.23,SE,1733614526.0
awjilah,29.1081,21.2869,12.33,60.0,1.0,3.94,LY,1733614526.0
kampong thom,12.7111,104.8887,23.16,80.0,63.0,2.14,KH,1733614526.0
prachuap khiri khan,12.2167,99.75,23.27,80.0,65.0,1.2,TH,1733614526.0
ojinaga,29.5667,-104.4167,15.53,58.0,100.0,2.06,MX,1733614527.0
kavieng,-2.5744,150.7967,27.45,82.0,100.0,7.21,PG,1733614528.0
weihai,37.5017,122.1136,3.36,58.0,35.0,8.36,CN,1733614528.0
tionk essil,12.7856,-16.5217,23.54,28.0,100.0,2.97,SN,1733614528.0
enchanted hills,35.3368,-106.593,13.01,42.0,0.0,1.79,US,1733614528.0
kavaratti,10.5669,72.642,27.3,77.0,68.0,2.99,IN,1733614528.0
lodja,-3.4833,23.4333,19.41,89.0,92.0,0.42,CD,1733614529.0
ouadda,8.0777,22.4007,21.75,35.0,24.0,2.14,CF,1733614529.0
pestravka,52.405,49.9583,-10.65,83.0,70.0,2.9,RU,1733614529.0
el granada,37.5027,-122.4694,17.46,74.0,0.0,3.6,US,1733614529.0
brandon,27.9378,-82.2859,16.19,71.0,0.0,1.54,US,1733614529.0
alice,27.7523,-98.0697,10.94,83.0,100.0,3.09,US,1733614529.0
ormara,25.2088,64.6357,21.8,25.0,4.0,9.89,PK,1733614529.0
borogontsy,62.6683,131.1683,-26.66,99.0,98.0,0.75,RU,1733614533.0
tomatlan,19.9333,-105.25,25.06,76.0,100.0,1.22,MX,1733614533.0
opuwo,-18.0607,13.84,21.89,30.0,32.0,2.98,NA,1733614533.0
muli,2.9167,73.5667,27.52,70.0,41.0,2.41,MV,1733614533.0
tabou,4.423,-7.3528,26.49,80.0,16.0,2.85,CI,1733614533.0
bad blankenburg,50.6833,11.2667,6.07,91.0,100.0,2.12,DE,1733614533.0
deschutes river woods,43.9915,-121.3584,7.97,73.0,100.0,3.58,US,1733614533.0
sao jose da coroa grande,-8.8978,-35.1478,25.39,80.0,21.0,4.23,BR,1733614534.0
san julian,21.0167,-102.1667,18.51,46.0,87.0,2.61,MX,1733614534.0
kachia,9.8667,7.95,19.35,27.0,6.0,4.14,NG,1733614534.0
la foa,-21.7108,165.8276,29.93,51.0,48.0,2.64,NC,1733614534.0
kudymkar,59.0173,54.656,-11.17,89.0,45.0,2.56,RU,1733614534.0
tofol,5.3248,163.0078,26.88,89.0,100.0,4.12,FM,1733614536.0
canton,23.1167,113.25,14.5,44.0,82.0,6.37,CN,1733614505.0
alamosa,37.4695,-105.87,7.99,25.0,0.0,0.0,US,1733614536.0
juneau,58.3019,-134.4197,0.23,93.0,75.0,0.0,US,1733614357.0
citrus springs,28.9975,-82.4707,11.62,71.0,0.0,0.0,US,1733614536.0
aioun,16.6614,-9.6149,20.84,14.0,98.0,6.54,MR,1733614536.0
mandalay,21.9747,96.0836,18.96,81.0,66.0,0.87,MM,1733614459.0
ploneour-lanvern,47.9,-4.2833,8.18,71.0,75.0,11.32,FR,1733614537.0
lompoc,34.6391,-120.4579,19.73,58.0,0.0,4.12,US,1733614537.0
tazacorte,28.629,-17.9293,20.54,78.0,100.0,3.6,ES,1733614538.0
lome,6.1375,1.2123,27.09,83.0,0.0,2.57,TG,1733614538.0
manay,7.215,126.5397,23.99,98.0,100.0,1.6,PH,1733614539.0
key west,24.5557,-81.7826,22.0,76.0,0.0,3.6,US,1733614539.0
taroa,8.7058,171.2275,28.01,82.0,40.0,9.46,MH,1733614539.0
palmira,3.5394,-76.3036,20.83,53.0,90.0,1.34,CO,1733614544.0
archangelos,36.2149,28.1149,14.99,74.0,12.0,5.12,GR,1733614544.0
san rafael,-34.6177,-68.3301,18.65,32.0,36.0,4.77,AR,1733614545.0
kharp,66.8014,65.8081,-16.38,92.0,10.0,3.72,RU,1733614545.0
moree,-29.4667,149.85,32.29,41.0,84.0,1.37,AU,1733614545.0
khandyga,62.6667,135.6,-22.63,99.0,100.0,0.36,RU,1733614545.0
agbabu,6.5886,4.8343,24.4,88.0,100.0,0.66,NG,1733614545.0
sidhpura,27.6333,78.8833,12.34,30.0,0.0,2.81,IN,1733614546.0
mendi,-6.1761,143.6513,21.39,60.0,88.0,1.92,PG,1733614546.0
antsiranana,-12.2787,49.2917,24.47,78.0,88.0,3.34,MG,1733614546.0
howrah,22.5892,88.3103,17.0,77.0,25.0,0.0,IN,1733614546.0
harper,4.375,-7.7169,26.39,80.0,11.0,2.54,LR,1733614547.0
verkhnevilyuysk,63.4453,120.3167,-25.57,99.0,74.0,2.03,RU,1733614547.0
as sulayyil,20.4607,45.5779,16.83,41.0,0.0,2.02,SA,1733614547.0
cruzeiro do sul,-29.5128,-51.9853,20.85,82.0,100.0,3.91,BR,1733614548.0
traverse city,44.7631,-85.6206,5.04,73.0,100.0,6.17,US,1733614548.0
fort bragg,35.139,-79.006,4.95,48.0,2.0,3.01,US,1733614548.0
nova dubnica,48.9348,18.1463,3.01,99.0,98.0,1.45,SK,1733614548.0
lib,8.3122,167.3766,27.79,82.0,60.0,10.54,MH,1733614548.0
rakaw,53.9674,27.0562,1.55,98.0,100.0,5.67,BY,1733614548.0
vytegra,61.0064,36.4481,-5.39,95.0,95.0,1.89,RU,1733614548.0
garbahaarrey,3.3289,42.2209,26.67,61.0,57.0,4.13,SO,1733614549.0
padang,-0.9492,100.3543,25.03,81.0,83.0,1.73,ID,1733614536.0
lorengau,-2.0226,147.2712,25.22,94.0,100.0,4.32,PG,1733614549.0
kyzyl-suu,42.3414,78.0056,-6.59,61.0,96.0,3.41,KG,1733614549.0
kamiiso,41.8167,140.65,-1.79,74.0,75.0,4.63,JP,1733614549.0
saint-louis,16.3333,-15.0,23.71,15.0,81.0,4.59,SN,1733614549.0
